7323_1_1_1	15666_1_1_1
7323_1_1_1	7316_1_1_1
7323_1_1_1	7317_1_1_1
7323_1_1_1	7318_1_1_1
7323_1_1_1	4116_1_1_1
7323_1_1_1	4115_1_1_1
7324_1_1_1	7324_1_1_1
7325_1_1_1	7325_1_1_1
7326_1_1_1	7326_1_1_1
15014_1_1_1	15014_1_1_1
15016_1_2_2	15016_1_2_2
15023_1_1_1	15023_1_1_1
15023_1_1_1	15035_1_1_1
15034_1_1_1	15034_1_1_1
15050_1_1_1	15050_1_1_1
15050_1_1_1	20094_1_1_1
15050_1_1_1	20095_1_1_1
15050_1_1_1	20098_1_1_1
15053_1_1_1	15053_1_1_1
15053_1_1_1	15052_1_1_1
15054_1_1_1	15054_1_1_1
15055_1_1_1	15055_1_1_1
15058_1_1_1	15058_1_1_1
15059_1_1_1	15059_1_1_1
15061_1_1_1	15061_1_1_1
15064_1_1_1	15064_1_1_1
15064_1_1_1	15065_1_1_1
15064_1_1_1	15066_1_1_1
15064_1_1_1	15067_1_1_1
15064_1_1_1	7216_1_1_1
15068_1_1_1	15068_1_1_1
15073_1_1_1	15073_1_1_1
15073_1_1_1	15070_1_1_1
15073_1_1_1	15071_1_1_1
15074_1_1_1	15074_1_1_1
15076_1_1_1	15076_1_1_1
15076_1_1_1	15077_1_1_1
15076_1_1_1	15078_1_1_1
15076_1_1_1	15953_1_1_1
15076_1_1_1	4305_1_1_1
15076_1_1_1	4911_1_1_1
15076_1_1_1	4912_1_1_1
15076_1_1_1	4931_1_1_1
15083_1_3_3	15083_1_3_3
15083_1_3_3	6816_1_1_1
15085_1_1_1	15085_1_1_1
15088_1_1_1	15088_1_1_1
15089_1_1_1	15089_1_1_1
15090_1_1_1	15090_1_1_1
15093_1_1_1	15093_1_1_1
15093_1_1_1	17717_1_1_1
15093_1_1_1	6587_1_1_1
15095_1_1_1	15095_1_1_1
15099_1_1_1	15099_1_1_1
15100_1_1_1	15100_1_1_1
15105_1_1_1	15105_1_1_1
15106_1_1_1	15106_1_1_1
15107_1_1_1	15107_1_1_1
15111_1_1_1	15111_1_1_1
15117_1_1_1	15117_1_1_1
15117_1_1_1	25793_1_1_1
15117_1_1_1	4317_1_1_1
15118_1_1_1	15118_1_1_1
15125_1_1_1	15125_1_1_1
15125_1_1_1	25649_1_1_1
15125_1_1_1	26041_1_1_1
15125_1_1_1	26042_1_1_1
15125_1_1_1	26043_1_1_1
15125_1_1_1	30367_1_2_2
15125_1_1_1	30373_1_1_1
15126_1_1_1	15126_1_1_1
15127_2_1_1	15127_2_1_1
15127_2_1_1	15127_1_1_1
15133_1_1_1	15133_1_1_1
15134_1_1_1	15134_1_1_1
15137_1_1_1	15137_1_1_1
15137_1_1_1	16555_1_1_1
15137_1_1_1	17307_1_1_1
15139_1_1_1	15139_1_1_1
15139_1_1_1	15611_1_1_1
15152_1_1_1	15152_1_1_1
15154_1_1_1	15154_1_1_1
15167_1_1_1	15167_1_1_1
15168_1_1_1	15168_1_1_1
15168_1_1_1	11195_1_1_1
15168_1_1_1	15163_1_1_1
15170_1_1_1	15170_1_1_1
15170_1_1_1	16395_1_1_1
15171_1_1_1	15171_1_1_1
15172_3_1_1	15172_3_1_1
15172_3_1_1	15172_2_1_1
15173_1_1_1	15173_1_1_1
15177_1_1_1	15177_1_1_1
15177_1_1_1	27455_1_1_1
15177_1_1_1	27459_1_1_1
15177_1_1_1	7376_1_1_1
15177_1_1_1	7377_1_1_1
15178_1_1_1	15178_1_1_1
15178_1_1_1	7106_1_1_1
1517_1_1_1	1517_1_1_1
15192_1_1_1	15192_1_1_1
15193_1_1_1	15193_1_1_1
15199_1_1_1	15199_1_1_1
15203_1_1_1	15203_1_1_1
15204_1_1_1	15204_1_1_1
15208_1_1_1	15208_1_1_1
15213_1_1_1	15213_1_1_1
15217_1_1_1	15217_1_1_1
15221_1_1_1	15221_1_1_1
15222_1_1_1	15222_1_1_1
15229_1_1_1	15229_1_1_1
15231_1_1_1	15231_1_1_1
15231_1_1_1	16658_1_2_2
15231_1_1_1	34154_1_1_1
15240_1_1_1	15240_1_1_1
15242_1_1_1	15242_1_1_1
15242_1_1_1	18448_1_1_1
15246_1_1_1	15246_1_1_1
15256_1_1_1	15256_1_1_1
15256_1_1_1	15601_1_1_1
15256_1_1_1	4849_1_1_1
15256_1_1_1	50074_1_1_1
15256_1_1_1	5689_1_1_1
15256_1_1_1	6313_1_1_1
15256_1_1_1	30679_1_1_1
15256_1_1_1	27951_1_1_1
15265_1_1_1	15265_1_1_1
15267_1_1_1	15267_1_1_1
15267_1_1_1	5494_1_1_1
15267_1_1_1	5494_2_1_1
15267_1_1_1	5494_3_1_1
15270_1_1_1	15270_1_1_1
15275_1_1_1	15275_1_1_1
26809_1_1_1	26809_1_1_1
26815_1_1_1	26815_1_1_1
26815_1_1_1	17210_1_1_1
26815_1_1_1	17208_1_1_1
26815_1_1_1	17209_1_1_1
26815_1_1_1	27392_1_1_1
26820_2_1_1	26820_2_1_1
26821_1_1_1	26821_1_1_1
26825_2_1_1	26825_2_1_1
26834_1_1_1	26834_1_1_1
26840_1_1_1	26840_1_1_1
26841_1_1_1	26841_1_1_1
26850_2_1_1	26850_2_1_1
26850_2_1_1	26850_1_1_1
26851_1_1_1	26851_1_1_1
26851_1_1_1	26848_1_1_1
26853_1_1_1	26853_1_1_1
26853_1_1_1	30130_1_1_1
26853_1_1_1	30131_1_1_1
26855_1_1_1	26855_1_1_1
26862_1_1_1	26862_1_1_1
26863_1_1_1	26863_1_1_1
26863_1_1_1	10103_1_1_1
26882_1_1_1	26882_1_1_1
26894_1_1_1	26894_1_1_1
26894_1_1_1	26893_1_1_1
26905_1_1_1	26905_1_1_1
26907_1_1_1	26907_1_1_1
26908_1_1_1	26908_1_1_1
26908_1_1_1	18309_1_1_1
26908_1_2_2	26908_1_2_2
26909_1_1_1	26909_1_1_1
26914_1_1_1	26914_1_1_1
26921_1_1_1	26921_1_1_1
26923_1_1_1	26923_1_1_1
26927_2_1_1	26927_2_1_1
26927_2_1_1	26933_1_1_1
26927_2_1_1	27282_1_1_1
26935_1_1_1	26935_1_1_1
26944_1_1_1	26944_1_1_1
26944_1_1_1	26943_1_1_1
26945_1_1_1	26945_1_1_1
26947_1_1_1	26947_1_1_1
26948_1_1_1	26948_1_1_1
26953_1_1_1	26953_1_1_1
26961_1_1_1	26961_1_1_1
26966_1_1_1	26966_1_1_1
26969_1_1_1	26969_1_1_1
26982_1_1_1	26982_1_1_1
26990_1_1_1	26990_1_1_1
26996_1_1_1	26996_1_1_1
26997_1_1_1	26997_1_1_1
16641_1_1_1	16641_1_1_1
16880_1_1_1	16880_1_1_1
17139_1_1_1	17139_1_1_1
17404_1_1_1	17404_1_1_1
17404_1_1_1	19731_1_1_1
17404_1_1_1	26877_1_1_1
17404_1_1_1	26878_1_1_1
17404_1_1_1	26876_1_1_1
17639_1_1_1	17639_1_1_1
17639_1_1_1	19383_1_1_1
17639_1_1_1	19052_1_1_1
18400_1_1_1	18400_1_1_1
18400_1_1_1	6533_1_1_1
18632_2_1_1	18632_2_1_1
18632_2_1_1	18632_1_1_1
18806_1_1_1	18806_1_1_1
19392_1_1_1	19392_1_1_1
19627_1_1_1	19627_1_1_1
17374_1_1_1	17374_1_1_1
17374_1_1_1	15557_1_1_1
17620_1_1_1	17620_1_1_1
17620_1_1_1	5943_1_1_1
17864_1_1_1	17864_1_1_1
17864_1_1_1	16103_1_1_1
18091_1_1_1	18091_1_1_1
18356_1_1_1	18356_1_1_1
18615_1_1_1	18615_1_1_1
18615_1_1_1	4768_1_1_1
18772_1_1_1	18772_1_1_1
19029_1_1_1	19029_1_1_1
19601_1_1_1	19601_1_1_1
19881_1_1_1	19881_1_1_1
19881_1_1_1	19714_1_1_1
25084_1_1_1	25084_1_1_1
25639_1_2_2	25639_1_2_2
25639_1_2_2	34537_1_1_1
26870_1_1_1	26870_1_1_1
27432_1_1_1	27432_1_1_1
27432_1_1_1	51486_1_1_1
27847_1_1_1	27847_1_1_1
30505_1_1_1	30505_1_1_1
34068_1_1_1	34068_1_1_1
34068_1_1_1	34067_1_1_1
34243_1_1_1	34243_1_1_1
34422_1_1_1	34422_1_1_1
36117_1_1_1	36117_1_1_1
50166_1_1_1	50166_1_1_1
50683_1_1_1	50683_1_1_1
51126_1_1_1	51126_1_1_1
51871_1_1_1	51871_1_1_1
15373_1_1_1	15373_1_1_1
15914_1_1_1	15914_1_1_1
16255_1_1_1	16255_1_1_1
16576_1_1_1	16576_1_1_1
16846_1_1_1	16846_1_1_1
17104_1_1_1	17104_1_1_1
17378_1_1_1	17378_1_1_1
17378_1_1_1	7364_1_1_1
17378_1_1_1	19739_1_1_1
17378_1_1_1	51283_1_1_1
17378_1_1_1	19953_1_1_1
17865_1_1_1	17865_1_1_1
18124_1_1_1	18124_1_1_1
18124_1_1_1	19317_1_1_1
18379_1_4_2	18379_1_4_2
18379_1_4_2	17274_1_2_2
18379_1_4_2	4264_4_2_2
18379_1_4_2	2060_1_1_1
18379_1_4_2	2371_1_1_1
18379_1_4_2	29_1_1_1
18379_1_4_2	4264_2_2_2
18620_1_1_1	18620_1_1_1
19033_1_1_1	19033_1_1_1
19320_1_1_1	19320_1_1_1
19320_1_1_1	17635_1_1_1
19320_1_1_1	17508_1_1_1
19884_1_1_1	19884_1_1_1
19884_1_1_1	19004_1_1_1
19884_1_1_1	19005_1_1_1
19884_1_1_1	19076_1_1_1
19884_1_1_1	19075_1_1_1
25086_1_1_1	25086_1_1_1
25348_1_1_1	25348_1_1_1
25348_1_1_1	25347_1_1_1
25348_1_1_1	18579_1_1_1
25839_1_1_1	25839_1_1_1
26552_1_1_1	26552_1_1_1
26552_1_1_1	34022_1_1_1
26880_1_1_1	26880_1_1_1
27162_1_1_1	27162_1_1_1
27162_1_1_1	27793_1_1_1
27162_1_1_1	5939_1_1_1
27467_1_1_1	27467_1_1_1
27868_1_1_1	27868_1_1_1
30025_1_1_1	30025_1_1_1
30025_1_1_1	30023_1_1_1
30515_1_1_1	30515_1_1_1
34246_1_1_1	34246_1_1_1
34246_1_1_1	34255_1_1_1
34423_1_1_1	34423_1_1_1
34613_1_1_1	34613_1_1_1
36119_1_1_1	36119_1_1_1
50167_1_1_1	50167_1_1_1
50691_1_1_1	50691_1_1_1
51159_1_1_1	51159_1_1_1
7349_1_1_1	7349_1_1_1
15007_1_1_1	15007_1_1_1
15007_1_1_1	19233_1_1_1
15007_1_1_1	4437_1_1_1
16598_1_1_1	16598_1_1_1
16598_1_1_1	15917_1_1_1
16598_1_1_1	6357_1_1_1
16598_1_1_1	26586_1_1_1
16598_1_1_1	7236_1_1_1
16598_1_1_1	7239_1_1_1
16598_1_1_1	6838_1_1_1
16598_1_1_1	26590_1_1_1
16598_1_1_1	7237_1_1_1
16598_1_1_1	7238_1_1_1
16598_1_1_1	6024_1_1_1
16848_1_1_1	16848_1_1_1
16848_1_1_1	16818_1_1_1
17109_1_1_1	17109_1_1_1
17109_1_1_1	18152_1_1_1
4722_1_1_1	4722_1_1_1
4723_1_1_1	4723_1_1_1
4724_2_1_1	4724_2_1_1
4724_2_1_1	4724_1_1_1
4725_1_1_1	4725_1_1_1
11003_1_1_1	11003_1_1_1
11003_1_1_1	11002_1_1_1
11004_1_1_1	11004_1_1_1
11009_1_1_1	11009_1_1_1
11010_1_2_2	11010_1_2_2
11017_1_1_1	11017_1_1_1
11018_1_1_1	11018_1_1_1
11018_1_1_1	15912_2_1_1
11018_1_1_1	15912_4_1_1
11018_1_1_1	16809_1_1_1
11018_1_1_1	16809_2_1_1
11018_1_1_1	18119_1_1_1
5597_1_1_1	5597_1_1_1
5597_1_1_1	5172_1_1_1
5598_1_1_1	5598_1_1_1
5601_1_1_1	5601_1_1_1
5601_1_1_1	15374_1_1_1
5601_1_1_1	15375_1_1_1
5601_1_1_1	16849_1_1_1
5601_1_1_1	5163_1_1_1
5601_1_1_1	5601_2_3_2
5601_1_1_1	5601_3_5_3
5601_1_1_1	4050_1_1_1
5601_1_1_1	4182_1_1_1
5601_1_1_1	5600_1_1_1
5601_1_1_1	5600_2_3_2
5602_1_1_1	5602_1_1_1
5603_1_1_1	5603_1_1_1
5604_1_1_1	5604_1_1_1
5605_1_1_1	5605_1_1_1
5606_1_1_1	5606_1_1_1
5607_1_1_1	5607_1_1_1
5607_1_1_1	4432_1_1_1
5607_1_1_1	4432_2_1_1
5607_1_1_1	4433_1_1_1
5607_1_1_1	4433_2_1_1
5615_1_1_1	5615_1_1_1
5616_1_1_1	5616_1_1_1
5617_1_1_1	5617_1_1_1
5618_1_1_1	5618_1_1_1
5620_1_1_1	5620_1_1_1
5620_1_1_1	5691_1_1_1
5621_1_1_1	5621_1_1_1
5622_1_1_1	5622_1_1_1
5622_1_1_1	4817_1_1_1
5623_1_1_1	5623_1_1_1
5626_1_1_1	5626_1_1_1
5628_1_1_1	5628_1_1_1
5630_1_1_1	5630_1_1_1
5631_1_1_1	5631_1_1_1
5631_1_1_1	18785_1_1_1
5631_1_1_1	18786_1_1_1
5653_1_1_1	5653_1_1_1
5653_1_1_1	5633_1_1_1
5658_1_1_1	5658_1_1_1
5661_1_1_1	5661_1_1_1
5664_1_1_1	5664_1_1_1
5667_1_1_1	5667_1_1_1
5668_1_1_1	5668_1_1_1
5668_1_1_1	5398_1_1_1
5673_1_1_1	5673_1_1_1
5673_1_1_1	23_1_1_1
5678_1_1_1	5678_1_1_1
5679_1_1_1	5679_1_1_1
5679_1_1_1	5772_1_1_1
5680_2_2_2	5680_2_2_2
5682_1_1_1	5682_1_1_1
5683_1_1_1	5683_1_1_1
5686_1_1_1	5686_1_1_1
5687_1_1_1	5687_1_1_1
5687_1_1_1	15437_1_1_1
5688_1_1_1	5688_1_1_1
5688_1_1_1	5688_2_1_1
5688_1_1_1	5688_3_1_1
5688_1_1_1	5688_4_1_1
5693_1_1_1	5693_1_1_1
5694_1_1_1	5694_1_1_1
5695_1_1_1	5695_1_1_1
5697_1_1_1	5697_1_1_1
5697_1_1_1	10061_1_1_1
5697_1_1_1	5696_1_1_1
5697_1_1_1	6452_1_1_1
5698_1_1_1	5698_1_1_1
5698_1_1_1	15087_1_1_1
5698_1_1_1	5084_1_1_1
5698_1_1_1	10019_1_2_2
5698_1_1_1	5085_1_1_1
5698_1_1_1	7033_1_2_2
5699_1_1_1	5699_1_1_1
5701_1_1_1	5701_1_1_1
5704_1_1_1	5704_1_1_1
5707_1_1_1	5707_1_1_1
5708_2_1_1	5708_2_1_1
5708_2_1_1	5708_1_1_1
5709_1_1_1	5709_1_1_1
5710_1_1_1	5710_1_1_1
5711_1_1_1	5711_1_1_1
5719_1_1_1	5719_1_1_1
5753_1_1_1	5753_1_1_1
5758_1_1_1	5758_1_1_1
5758_1_1_1	5270_1_1_1
5760_1_1_1	5760_1_1_1
5761_1_1_1	5761_1_1_1
5763_1_1_1	5763_1_1_1
5764_1_1_1	5764_1_1_1
5764_1_1_1	17693_1_1_1
5765_1_1_1	5765_1_1_1
5766_1_1_1	5766_1_1_1
5770_3_3_2	5770_3_3_2
5770_3_3_2	5770_2_2_2
5771_1_1_1	5771_1_1_1
5802_1_1_1	5802_1_1_1
5802_1_1_1	36070_1_1_1
5802_1_1_1	36071_1_1_1
5802_1_1_1	5091_1_1_1
5802_1_1_1	4602_1_1_1
5802_1_1_1	1207_1_1_1
5802_1_1_1	1208_1_1_1
5802_1_1_1	294_1_1_1
5802_1_1_1	295_1_1_1
5802_1_1_1	4803_1_1_1
5802_1_1_1	4804_1_1_1
5802_1_1_1	4805_1_1_1
5802_1_1_1	4806_1_1_1
5802_1_1_1	4807_1_1_1
5802_1_1_1	4808_1_1_1
5802_1_1_1	4809_1_1_1
5802_1_1_1	4810_1_1_1
5802_1_1_1	5745_1_1_1
5802_1_1_1	6131_1_1_1
5802_1_1_1	6921_1_1_1
5805_1_1_1	5805_1_1_1
5807_1_1_1	5807_1_1_1
5808_1_1_1	5808_1_1_1
5808_1_1_1	4841_1_1_1
5810_1_1_1	5810_1_1_1
5811_1_1_1	5811_1_1_1
5812_1_1_1	5812_1_1_1
5814_1_1_1	5814_1_1_1
5816_1_1_1	5816_1_1_1
5817_1_1_1	5817_1_1_1
5819_1_1_1	5819_1_1_1
5819_1_1_1	18081_1_1_1
5819_1_1_1	6965_1_1_1
5820_1_1_1	5820_1_1_1
5821_1_1_1	5821_1_1_1
5822_1_1_1	5822_1_1_1
5823_1_1_1	5823_1_1_1
5826_1_1_1	5826_1_1_1
5826_1_1_1	5484_1_1_1
5833_1_1_1	5833_1_1_1
5836_2_1_1	5836_2_1_1
5836_2_1_1	5836_1_1_1
5837_1_1_1	5837_1_1_1
5838_2_3_2	5838_2_3_2
5843_1_1_1	5843_1_1_1
5844_1_1_1	5844_1_1_1
5844_1_1_1	15678_1_1_1
5845_1_1_1	5845_1_1_1
5846_1_1_1	5846_1_1_1
5847_1_1_1	5847_1_1_1
5848_1_1_1	5848_1_1_1
5849_1_1_1	5849_1_1_1
5850_1_1_1	5850_1_1_1
5851_1_1_1	5851_1_1_1
5856_2_3_2	5856_2_3_2
5856_2_3_2	6230_1_1_1
5856_2_3_2	6230_3_1_1
5856_2_3_2	6683_1_3_2
5856_2_3_2	7125_1_3_2
5857_1_1_1	5857_1_1_1
5859_1_1_1	5859_1_1_1
5859_1_1_1	21000_1_1_1
5859_1_1_1	19865_1_1_1
5860_1_1_1	5860_1_1_1
5861_1_1_1	5861_1_1_1
5862_1_1_1	5862_1_1_1
5862_1_1_1	36084_1_1_1
5866_1_1_1	5866_1_1_1
5868_1_1_1	5868_1_1_1
5871_1_1_1	5871_1_1_1
5872_1_1_1	5872_1_1_1
5872_1_1_1	4407_1_1_1
5873_1_1_1	5873_1_1_1
5878_1_1_1	5878_1_1_1
5879_1_1_1	5879_1_1_1
5880_1_1_1	5880_1_1_1
5881_1_1_1	5881_1_1_1
5881_1_1_1	17581_1_1_1
5881_1_1_1	30758_1_1_1
5884_1_1_1	5884_1_1_1
5885_1_1_1	5885_1_1_1
5886_1_1_1	5886_1_1_1
5888_1_1_1	5888_1_1_1
5888_1_1_1	5887_1_1_1
5890_1_1_1	5890_1_1_1
5891_1_1_1	5891_1_1_1
5892_1_1_1	5892_1_1_1
5897_1_1_1	5897_1_1_1
5898_1_1_1	5898_1_1_1
5900_1_1_1	5900_1_1_1
5912_1_1_1	5912_1_1_1
5917_1_1_1	5917_1_1_1
5917_1_1_1	10023_1_1_1
5920_1_1_1	5920_1_1_1
5928_1_1_1	5928_1_1_1
5929_1_1_1	5929_1_1_1
5933_1_1_1	5933_1_1_1
5940_1_1_1	5940_1_1_1
5942_1_1_1	5942_1_1_1
5944_1_1_1	5944_1_1_1
5945_1_1_1	5945_1_1_1
5945_2_2_2	5945_2_2_2
5945_2_2_2	5944_2_2_2
5946_1_1_1	5946_1_1_1
5947_1_1_1	5947_1_1_1
5952_1_1_1	5952_1_1_1
5952_1_1_1	4998_1_1_1
5952_1_1_1	4035_1_1_1
5955_1_1_1	5955_1_1_1
5959_1_1_1	5959_1_1_1
5961_1_1_1	5961_1_1_1
5963_1_1_1	5963_1_1_1
5964_1_1_1	5964_1_1_1
5964_1_1_1	15000_1_1_1
5964_1_1_1	5965_1_1_1
5964_1_1_1	15245_1_1_1
5964_1_1_1	11519_1_1_1
5964_1_1_1	5966_1_1_1
5976_1_1_1	5976_1_1_1
5977_1_1_1	5977_1_1_1
5978_1_1_1	5978_1_1_1
5978_1_1_1	5978_2_1_1
5978_1_1_1	5978_3_1_1
5982_1_1_1	5982_1_1_1
5983_1_1_1	5983_1_1_1
5984_1_1_1	5984_1_1_1
5988_2_2_2	5988_2_2_2
5991_1_1_1	5991_1_1_1
5992_2_2_2	5992_2_2_2
5994_1_1_1	5994_1_1_1
5997_1_1_1	5997_1_1_1
5998_1_1_1	5998_1_1_1
5999_1_1_1	5999_1_1_1
6000_1_1_1	6000_1_1_1
6001_1_1_1	6001_1_1_1
6003_1_1_1	6003_1_1_1
6004_1_1_1	6004_1_1_1
6004_1_1_1	5177_1_1_1
50141_1_1_1	50141_1_1_1
50151_1_1_1	50151_1_1_1
50153_1_1_1	50153_1_1_1
50156_1_1_1	50156_1_1_1
50157_1_1_1	50157_1_1_1
50158_1_1_1	50158_1_1_1
50185_1_1_1	50185_1_1_1
50187_1_1_1	50187_1_1_1
50189_1_1_1	50189_1_1_1
5018_1_1_1	5018_1_1_1
6934_1_1_1	6934_1_1_1
6935_1_1_1	6935_1_1_1
6935_1_1_1	6832_1_1_1
6936_1_1_1	6936_1_1_1
6936_1_2_2	6936_1_2_2
6938_1_1_1	6938_1_1_1
6939_1_1_1	6939_1_1_1
6939_1_1_1	50080_1_1_1
6943_1_1_1	6943_1_1_1
6943_1_1_1	5094_1_1_1
6950_1_1_1	6950_1_1_1
6954_1_1_1	6954_1_1_1
6955_1_1_1	6955_1_1_1
6956_1_1_1	6956_1_1_1
6957_1_1_1	6957_1_1_1
6963_1_2_1	6963_1_2_1
6963_1_2_1	6963_1_1_1
6964_1_1_1	6964_1_1_1
6967_1_1_1	6967_1_1_1
6967_1_1_1	6966_1_1_1
6969_1_1_1	6969_1_1_1
6971_1_1_1	6971_1_1_1
6973_1_1_1	6973_1_1_1
6976_1_1_1	6976_1_1_1
6980_1_1_1	6980_1_1_1
6984_1_1_1	6984_1_1_1
6989_1_1_1	6989_1_1_1
6990_1_1_1	6990_1_1_1
6991_1_1_1	6991_1_1_1
6997_1_1_1	6997_1_1_1
6997_1_1_1	5567_1_1_1
6999_1_1_1	6999_1_1_1
7000_1_1_1	7000_1_1_1
7004_1_1_1	7004_1_1_1
7010_1_1_1	7010_1_1_1
7011_1_1_1	7011_1_1_1
7012_1_1_1	7012_1_1_1
7013_1_1_1	7013_1_1_1
7013_1_1_1	19559_1_1_1
7014_1_1_1	7014_1_1_1
7020_1_1_1	7020_1_1_1
7021_1_1_1	7021_1_1_1
7022_1_1_1	7022_1_1_1
7025_1_1_1	7025_1_1_1
7025_1_2_2	7025_1_2_2
7032_1_1_1	7032_1_1_1
7032_1_1_1	5075_1_1_1
7033_1_1_1	7033_1_1_1
7034_1_1_1	7034_1_1_1
7035_1_1_1	7035_1_1_1
7035_1_1_1	15349_1_1_1
7036_1_1_1	7036_1_1_1
7049_1_1_1	7049_1_1_1
7050_1_1_1	7050_1_1_1
7050_1_1_1	11068_1_1_1
7050_1_1_1	11070_1_1_1
7050_1_1_1	5986_1_1_1
7050_1_1_1	4292_1_1_1
7050_1_1_1	5188_1_1_1
7050_1_1_1	7051_1_1_1
7054_1_1_1	7054_1_1_1
7055_1_1_1	7055_1_1_1
7055_1_1_1	17811_1_1_1
7056_1_2_1	7056_1_2_1
7056_1_2_1	7056_1_1_1
7057_1_1_1	7057_1_1_1
7059_1_1_1	7059_1_1_1
7061_1_1_1	7061_1_1_1
7061_1_1_1	25343_1_2_2
7061_1_1_1	7150_1_1_1
7063_1_1_1	7063_1_1_1
7066_1_1_1	7066_1_1_1
7067_1_1_1	7067_1_1_1
7070_1_1_1	7070_1_1_1
7071_1_1_1	7071_1_1_1
7072_1_1_1	7072_1_1_1
7072_1_1_1	27338_1_1_1
7072_1_1_1	6754_1_1_1
7073_1_1_1	7073_1_1_1
7074_1_1_1	7074_1_1_1
7075_1_1_1	7075_1_1_1
7079_1_1_1	7079_1_1_1
7081_1_1_1	7081_1_1_1
7081_1_1_1	11083_1_1_1
7082_1_1_1	7082_1_1_1
7083_1_1_1	7083_1_1_1
7085_1_1_1	7085_1_1_1
7086_1_1_1	7086_1_1_1
7088_1_1_1	7088_1_1_1
7093_1_1_1	7093_1_1_1
7094_1_1_1	7094_1_1_1
7099_1_1_1	7099_1_1_1
7101_1_1_1	7101_1_1_1
7102_1_1_1	7102_1_1_1
7103_1_1_1	7103_1_1_1
7103_1_1_1	4313_1_1_1
7104_1_1_1	7104_1_1_1
7104_1_1_1	34026_1_1_1
7105_1_1_1	7105_1_1_1
7107_1_1_1	7107_1_1_1
7107_1_1_1	5083_1_1_1
7107_1_1_1	27096_1_1_1
7112_1_1_1	7112_1_1_1
7117_1_1_1	7117_1_1_1
7118_1_1_1	7118_1_1_1
7119_1_1_1	7119_1_1_1
7120_1_1_1	7120_1_1_1
7120_1_1_1	7151_1_1_1
7121_1_1_1	7121_1_1_1
7122_1_1_1	7122_1_1_1
7124_1_1_1	7124_1_1_1
7127_1_1_1	7127_1_1_1
7128_1_1_1	7128_1_1_1
7129_1_1_1	7129_1_1_1
7129_1_1_1	10301_1_1_1
7130_1_1_1	7130_1_1_1
7134_1_1_1	7134_1_1_1
7134_1_1_1	7097_1_1_1
7137_1_1_1	7137_1_1_1
7141_1_1_1	7141_1_1_1
7141_1_1_1	7140_1_1_1
7150_1_2_2	7150_1_2_2
7153_2_1_1	7153_2_1_1
7153_2_1_1	7153_1_1_1
7154_1_1_1	7154_1_1_1
7156_2_1_1	7156_2_1_1
7156_2_1_1	7156_1_1_1
7161_1_1_1	7161_1_1_1
7165_1_1_1	7165_1_1_1
7166_1_1_1	7166_1_1_1
7166_1_1_1	375_1_1_1
7166_1_1_1	374_1_1_1
34430_1_1_1	34430_1_1_1
34430_1_1_1	6806_1_2_2
34430_1_1_1	4023_1_1_1
34430_1_1_1	5397_1_1_1
34430_1_1_1	25964_1_2_2
34430_1_1_1	25964_1_3_2
34430_1_1_1	6806_1_1_1
34430_1_1_1	1120_1_1_1
34430_1_1_1	19043_1_1_1
34430_1_1_1	6680_1_1_1
34430_1_1_1	6804_1_1_1
34430_1_1_1	6805_1_1_1
34430_1_1_1	4324_1_1_1
34430_1_1_1	30099_1_3_2
34430_1_1_1	5397_2_2_2
34430_1_1_1	19043_1_2_2
34648_1_1_1	34648_1_1_1
36162_1_1_1	36162_1_1_1
50215_1_1_1	50215_1_1_1
50747_1_1_1	50747_1_1_1
50747_1_1_1	16782_1_1_1
11053_1_1_1	11053_1_1_1
15057_1_1_1	15057_1_1_1
15057_1_1_1	30206_1_1_1
15057_1_1_1	18439_1_2_2
15057_1_1_1	50149_1_1_1
15057_1_1_1	50146_1_1_1
15057_1_1_1	19738_1_2_2
15426_1_1_1	15426_1_1_1
15426_1_1_1	30604_1_1_1
15954_1_1_1	15954_1_1_1
16297_1_1_1	16297_1_1_1
18649_1_1_1	18649_1_1_1
18649_1_1_1	18648_1_1_1
18649_1_1_1	34506_1_1_1
18649_1_1_1	34507_1_1_1
18649_1_1_1	34508_1_1_1
18649_1_1_1	34509_1_1_1
18649_1_1_1	34510_1_1_1
19095_1_1_1	19095_1_1_1
19403_1_1_1	19403_1_1_1
25149_1_1_1	25149_1_1_1
25149_1_1_1	26785_1_1_1
25433_1_1_1	25433_1_1_1
25433_1_1_1	17386_1_1_1
25433_1_1_1	17387_1_1_1
25713_1_1_1	25713_1_1_1
25713_1_1_1	25714_1_1_1
25713_1_1_1	25715_1_1_1
25713_1_1_1	27631_1_1_1
25713_1_1_1	25711_1_1_1
25713_1_1_1	27632_1_1_1
25713_1_1_1	27285_1_1_1
25713_1_1_1	27682_1_1_1
26643_1_1_1	26643_1_1_1
26929_1_1_1	26929_1_1_1
27593_1_1_1	27593_1_1_1
30379_1_1_1	30379_1_1_1
10004_1_1_1	10004_1_1_1
10005_1_1_1	10005_1_1_1
10006_1_1_1	10006_1_1_1
10009_1_1_1	10009_1_1_1
10013_1_1_1	10013_1_1_1
10015_1_1_1	10015_1_1_1
10019_1_1_1	10019_1_1_1
10024_1_1_1	10024_1_1_1
10024_1_1_1	7320_1_1_1
10025_1_1_1	10025_1_1_1
10025_1_1_1	10026_1_1_1
10027_1_1_1	10027_1_1_1
16021_1_1_1	16021_1_1_1
16021_1_1_1	11073_1_1_1
16025_1_1_1	16025_1_1_1
